CENTRAL,Energía kWh 0120,Energía kWh 0121,Energía kWh 0122,Energía kWh 0123,Energía kWh 0124,Energía kWh 0125,Energía kWh 0220,Energía kWh 0221,Energía kWh 0222,Energía kWh 0223,Energía kWh 0224,Energía kWh 0225,Energía kWh 0320,Energía kWh 0321,Energía kWh 0322,Energía kWh 0323,Energía kWh 0324,Energía kWh 0420,Energía kWh 0421,Energía kWh 0422,Energía kWh 0423,Energía kWh 0424,Energía kWh 0520,Energía kWh 0521,Energía kWh 0522,Energía kWh 0523,Energía kWh 0524,Energía kWh 0620,Energía kWh 0621,Energía kWh 0622,Energía kWh 0623,Energía kWh 0624,Energía kWh 0720,Energía kWh 0721,Energía kWh 0722,Energía kWh 0723,Energía kWh 0724,Energía kWh 0820,Energía kWh 0821,Energía kWh 0822,Energía kWh 0823,Energía kWh 0824,Energía kWh 0920,Energía kWh 0921,Energía kWh 0922,Energía kWh 0923,Energía kWh 0924,Energía kWh 1020,Energía kWh 1021,Energía kWh 1022,Energía kWh 1023,Energía kWh 1024,Energía kWh 1120,Energía kWh 1121,Energía kWh 1122,Energía kWh 1123,Energía kWh 1124,Energía kWh 1220,Energía kWh 1221,Energía kWh 1222,Energía kWh 1223,Energía kWh 1224
TOTALES,839642629.0,772292098.000001,872991776.0,897560786.0,999049910.0,973201008.0,742964683.0,721504345.000001,798012770.0,796052203.0,901815319.0,927915305.0,794688655.0,822640769.0,865959574.0,935764118.0,989846687.0,584944627.0,781563135.000001,833865798.0,861524836.0,947884216.0,610799923.0,781601333.0,816075955.0,860684860.0,907351766.0,656221156.0,745650814.0,792701854.0,837081890.0,874693370.0,688343111.0,788699710.0,847133679.0,868634919.0,889145846.0,704302336.0,796338593.0,848559458.0,916489278.0,911670817.0,752216593.0,834640569.0,841480726.0,932846766.0,950035423.0,863050515.0,877876121.0,894290046.0,999317720.0,1029220980.0,829765508.0,828187279.0,883532723.0,986548513.0,965038300.0,830382955.0,877933442.0,939297671.0,998141208.0,977231295.0
