CENTRAL,PROMEDIO US$/MWh 0120,PROMEDIO US$/MWh 0121,PROMEDIO US$/MWh 0122,PROMEDIO US$/MWh 0123,PROMEDIO US$/MWh 0124,PROMEDIO US$/MWh 0125,PROMEDIO US$/MWh 0220,PROMEDIO US$/MWh 0221,PROMEDIO US$/MWh 0222,PROMEDIO US$/MWh 0223,PROMEDIO US$/MWh 0224,PROMEDIO US$/MWh 0225,PROMEDIO US$/MWh 0320,PROMEDIO US$/MWh 0321,PROMEDIO US$/MWh 0322,PROMEDIO US$/MWh 0323,PROMEDIO US$/MWh 0324,PROMEDIO US$/MWh 0420,PROMEDIO US$/MWh 0421,PROMEDIO US$/MWh 0422,PROMEDIO US$/MWh 0423,PROMEDIO US$/MWh 0424,PROMEDIO US$/MWh 0520,PROMEDIO US$/MWh 0521,PROMEDIO US$/MWh 0522,PROMEDIO US$/MWh 0523,PROMEDIO US$/MWh 0524,PROMEDIO US$/MWh 0620,PROMEDIO US$/MWh 0621,PROMEDIO US$/MWh 0622,PROMEDIO US$/MWh 0623,PROMEDIO US$/MWh 0624,PROMEDIO US$/MWh 0720,PROMEDIO US$/MWh 0721,PROMEDIO US$/MWh 0722,PROMEDIO US$/MWh 0723,PROMEDIO US$/MWh 0724,PROMEDIO US$/MWh 0820,PROMEDIO US$/MWh 0821,PROMEDIO US$/MWh 0822,PROMEDIO US$/MWh 0823,PROMEDIO US$/MWh 0824,PROMEDIO US$/MWh 0920,PROMEDIO US$/MWh 0921,PROMEDIO US$/MWh 0922,PROMEDIO US$/MWh 0923,PROMEDIO US$/MWh 0924,PROMEDIO US$/MWh 1020,PROMEDIO US$/MWh 1021,PROMEDIO US$/MWh 1022,PROMEDIO US$/MWh 1023,PROMEDIO US$/MWh 1024,PROMEDIO US$/MWh 1120,PROMEDIO US$/MWh 1121,PROMEDIO US$/MWh 1122,PROMEDIO US$/MWh 1123,PROMEDIO US$/MWh 1124,PROMEDIO US$/MWh 1220,PROMEDIO US$/MWh 1221,PROMEDIO US$/MWh 1222,PROMEDIO US$/MWh 1223,PROMEDIO US$/MWh 1224
TOTALES,37.23540458929342,32.09031582848809,33.97969353749671,33.25802494382579,33.0111084269,32.23447868509842,42.0692172156468,34.10553097956644,34.81456361685299,35.80670370997075,33.9036676209,34.52898789559362,36.50532582205844,31.97364627372005,33.12962895061598,32.35492521731771,32.56624298539817,41.25950051225502,33.14797374745056,34.3955367308382,33.10178206486254,33.47078701894684,37.41137343817381,33.63339767752579,34.2369470192307,34.89808455148184,35.05820091725876,35.69474397594358,33.59588278195915,34.99072438936062,35.33890560599344,36.33989012298228,35.91157168021633,32.32314483806429,33.70252283675374,34.88227309616116,35.66744550516792,36.76174247960045,33.98919766912098,33.31033897304037,33.8284334090317,35.48736893344419,36.33546111428225,33.45295335728365,33.10412789420892,33.9514813472,38.73993269267664,34.28363408903535,33.90106458129387,33.50827186951453,33.364674879,37.16167332367969,39.08221156288816,34.46184914129135,36.23304146674381,35.4656528573,34.54050196263442,33.71348357835672,32.45589913744865,34.78480658066552,32.3434905852,33.78529411422887
